Defectors,Cooperators,%Defectors,%Cooperators,Avg Fit,Max Fit
1886,114,94.3,5.7,0.07299469074194936,0.25338983050847463
1881,119,94.05,5.949999999999999,0.07291823171825042,0.2512605042016807
1888,112,94.39999999999999,5.6000000000000005,0.07276535469767896,0.2491666666666667
1884,116,94.19999999999999,5.800000000000001,0.07261003739755552,0.24710743801652899
1872,128,93.60000000000001,6.4,0.07253875892327417,0.2450819672131148
1905,95,95.25,4.75,0.07243503424521251,0.24390243902438977
1897,103,94.85,5.1499999999999995,0.07227526876432806,0.24193548387096725
1890,110,94.5,5.5,0.07206008657633658,0.23999999999999952
1901,99,95.05,4.95,0.07184819507434044,0.2380952380952376
1912,88,95.6,4.3999999999999995,0.07165210543040136,0.2362204724409444
1894,106,94.69999999999999,5.3,0.07147959477380005,0.23437499999999953
1892,108,94.6,5.4,0.07136363879321929,0.23255813953488325
1898,102,94.89999999999999,5.1,0.07124332947912757,0.2307692307692303
1899,101,94.95,5.050000000000001,0.07112153520842794,0.2290076335877858
1895,105,94.75,5.25,0.07102441448421257,0.22909090909090862
1895,105,94.75,5.25,0.07086470826083537,0.2273684210526311
1893,107,94.65,5.35,0.07074440174458256,0.22567164179104432
1883,117,94.15,5.8500000000000005,0.07073098807496105,0.22399999999999953
1856,144,92.80000000000001,7.199999999999999,0.07086788148192612,0.22235294117647014
1854,146,92.7,7.3,0.0709714165666003,0.22072992700729882
1844,156,92.2,7.8,0.07104141957275188,0.22101449275362323
1834,166,91.7,8.3,0.07112316768636201,0.22158273381294968
1838,162,91.9,8.1,0.07120703844168373,0.2185714285714286
1850,150,92.5,7.5,0.07131952572900921,0.21787234042553144
1867,133,93.35,6.65,0.07137370156640507,0.21802816901408403
1849,151,92.45,7.55,0.07150145523111862,0.2181818181818177
1839,161,91.95,8.05,0.07153836507341892,0.2166666666666662
1843,157,92.15,7.85,0.07159359874201181,0.21517241379310298
1859,141,92.95,7.049999999999999,0.07155868178953911,0.2136986301369863
1871,129,93.55,6.45,0.07151134792850637,0.2122448979591837
1874,126,93.7,6.3,0.07142416276561207,0.21081081081081082
1887,113,94.35,5.65,0.07135494196548291,0.2110067114093955
1890,110,94.5,5.5,0.0712638836595411,0.21119999999999953
1900,100,95.0,5.0,0.07111328053402524,0.21139072847682072
1914,86,95.7,4.3,0.07095947456257401,0.21157894736842062
1915,85,95.75,4.25,0.0707530603846939,0.21176470588235252
1926,74,96.3,3.6999999999999997,0.07053381178255257,0.21194805194805152
1941,59,97.05,2.9499999999999997,0.07029179654975569,0.21212903225806412
1947,53,97.35000000000001,2.65,0.07001930725787188,0.21230769230769192
1945,55,97.25,2.75,0.06975613804526291,0.21248407643312064
1945,55,97.25,2.75,0.06952938849932634,0.21113924050632876
1946,54,97.3,2.7,0.06928324077051894,0.21132075471698078
1947,53,97.35000000000001,2.65,0.06901508951992472,0.21149999999999966
1947,53,97.35000000000001,2.65,0.06875728725886693,0.21167701863354005
1949,51,97.45,2.55,0.06849426086951599,0.21185185185185154
1951,49,97.55,2.45,0.06822382141537253,0.21202453987730033
1952,48,97.6,2.4,0.06795196614356032,0.21073170731707289
1961,39,98.05,1.95,0.0676773202606335,0.21090909090909063
1966,34,98.3,1.7000000000000002,0.06738301102783832,0.2096385542168672
1971,29,98.55000000000001,1.4500000000000002,0.06705368923217445,0.20838323353293386
1976,24,98.8,1.2,0.06671846907741,0.20714285714285688
1984,16,99.2,0.8,0.06636946762801829,0.20591715976331335
1985,15,99.25,0.75,0.06601929860597881,0.2047058823529409
1980,20,99.0,1.0,0.06567096828488986,0.2035087719298243
1987,13,99.35000000000001,0.65,0.06533052781700825,0.20232558139534856
1988,12,99.4,0.6,0.06497717833609211,0.20115606936416158
1985,15,99.25,0.75,0.064634202835205,0.19999999999999973
1987,13,99.35000000000001,0.65,0.0642922560718973,0.1988571428571426
1996,4,99.8,0.2,0.06394955655524441,0.19772727272727247
1993,7,99.65,0.35000000000000003,0.06361243467404404,0.19661016949152516
1995,5,99.75,0.25,0.06326351046251912,0.19550561797752783
1997,3,99.85000000000001,0.15,0.06291938784608672,0.1944134078212288
1995,5,99.75,0.25,0.06257479791212868,0.19333333333333308
1994,6,99.7,0.3,0.0622404821354482,0.19226519337016548
1995,5,99.75,0.25,0.061912059765402726,0.19120879120879095
1993,7,99.65,0.35000000000000003,0.06158512953191489,0.19016393442622925
1994,6,99.7,0.3,0.061263174527773724,0.18913043478260844
1995,5,99.75,0.25,0.060944452772104585,0.18810810810810785
1996,4,99.8,0.2,0.060627717345492126,0.18709677419354814
1996,4,99.8,0.2,0.06031205651820764,0.18609625668449173
1999,1,99.95,0.05,0.05999975378483037,0.18510638297872317
1999,1,99.95,0.05,0.05968524009637473,0.1841269841269839
1998,2,99.9,0.1,0.059374037078323505,0.18315789473684185
1997,3,99.85000000000001,0.15,0.059067683044754564,0.1821989528795809
1997,3,99.85000000000001,0.15,0.05877507718631893,0.18124999999999977
1995,5,99.75,0.25,0.058476061631217546,0.1803108808290153
1996,4,99.8,0.2,0.058182387547229424,0.17938144329896885
1996,4,99.8,0.2,0.057890224691126986,0.17846153846153823
1995,5,99.75,0.25,0.05760104308865864,0.17755102040816303
1994,6,99.7,0.3,0.057317005852322224,0.17664974619289317
1997,3,99.85000000000001,0.15,0.05703755025282411,0.17575757575757553
1999,1,99.95,0.05,0.0567574394153212,0.17487437185929625
2000,0,100.0,0.0,0.05647517096824465,0.17399999999999977
2000,0,100.0,0.0,0.05619419996840262,0.17313432835820872
2000,0,100.0,0.0,0.05591601085964814,0.17227722772277204
2000,0,100.0,0.0,0.05564056253029017,0.1714285714285712
2000,0,100.0,0.0,0.05536781467474952,0.17058823529411743
2000,0,100.0,0.0,0.05509772777389697,0.1697560975609754
2000,0,100.0,0.0,0.054830263075965516,0.16893203883495123
2000,0,100.0,0.0,0.054565382578014195,0.16811594202898528
2000,0,100.0,0.0,0.054303049007927484,0.1673076923076921
2000,0,100.0,0.0,0.05404322580693252,0.1665071770334926
2000,0,100.0,0.0,0.05378587711261395,0.1657142857142855
2000,0,100.0,0.0,0.053530967742411735,0.16492890995260642
2000,0,100.0,0.0,0.05327846317758913,0.1641509433962262
2000,0,100.0,0.0,0.05302832954764731,0.16338028169014063
2000,0,100.0,0.0,0.05278053361518175,0.16261682242990633
2000,0,100.0,0.0,0.052535042761157676,0.16186046511627886
2000,0,100.0,0.0,0.052291824970596805,0.1611111111111109
2000,0,100.0,0.0,0.05205084881865869,0.16036866359446983
2000,0,100.0,0.0,0.05181208345710509,0.15963302752293557
2000,0,100.0,0.0,0.051575498601136624,0.1589041095890409
2000,0,100.0,0.0,0.051341064516585946,0.15818181818181798
2000,0,100.0,0.0,0.051108752007461636,0.1574660633484161
2000,0,100.0,0.0,0.050878532403823944,0.15675675675675654
2000,0,100.0,0.0,0.050650377549995185,0.15605381165919263
2000,0,100.0,0.0,0.050424259793075514,0.15535714285714267
2000,0,100.0,0.0,0.05020015197177302,0.15466666666666645
2000,0,100.0,0.0,0.049978027405525725,0.15398230088495554
2000,0,100.0,0.0,0.0497578598839159,0.15330396475770905
2000,0,100.0,0.0,0.04953962365635492,0.15263157894736823
2000,0,100.0,0.0,0.04932329342204758,0.1519650655021832
2000,0,100.0,0.0,0.04910884432021265,0.15130434782608676
2000,0,100.0,0.0,0.04889625192055809,0.15064935064935045
2000,0,100.0,0.0,0.048685492214003624,0.1499999999999998
2000,0,100.0,0.0,0.04847654160364331,0.14935622317596547
2000,0,100.0,0.0,0.048269376895935835,0.14871794871794852
2000,0,100.0,0.0,0.04806397529212304,0.14808510638297853
2000,0,100.0,0.0,0.04786031437986824,0.14745762711864388
2000,0,100.0,0.0,0.0476583721251008,0.1468354430379745
2000,0,100.0,0.0,0.04745812686407125,0.1462184873949578
2000,0,100.0,0.0,0.047259557295602175,0.14560669456066927
2000,0,100.0,0.0,0.047062642473537177,0.14499999999999982
2000,0,100.0,0.0,0.04686736179937353,0.14439834024896248
2000,0,100.0,0.0,0.04667369501507814,0.1438016528925618
2000,0,100.0,0.0,0.04648162219608603,0.14320987654320969
2000,0,100.0,0.0,0.04629112374446274,0.14262295081967194
2000,0,100.0,0.0,0.046102180382240426,0.14204081632653043
2000,0,100.0,0.0,0.045914773144914316,0.14146341463414616
2000,0,100.0,0.0,0.0457288833750968,0.14089068825910914
2000,0,100.0,0.0,0.045544492716326324,0.1403225806451611
2000,0,100.0,0.0,0.04536158310702367,0.13975903614457813
2000,0,100.0,0.0,0.04518013677459563,0.13919999999999982
2000,0,100.0,0.0,0.04500013622967699,0.13864541832669305
2000,0,100.0,0.0,0.044821564260511516,0.1380952380952379
2000,0,100.0,0.0,0.04464440392746606,0.13754940711462432
2000,0,100.0,0.0,0.04446863855767286,0.13700787401574785
2000,0,100.0,0.0,0.04429425173979959,0.13647058823529393
2000,0,100.0,0.0,0.04412122731894101,0.13593749999999982
2000,0,100.0,0.0,0.04394954939163046,0.13540856031128387
2000,0,100.0,0.0,0.043779202300964874,0.13488372093023238
2000,0,100.0,0.0,0.04361017063184911,0.1343629343629342
2000,0,100.0,0.0,0.04344243920634194,0.13384615384615367
2000,0,100.0,0.0,0.04327599307911466,0.13333333333333316
2000,0,100.0,0.0,0.04311081753301111,0.13282442748091586
2000,0,100.0,0.0,0.04294689807471064,0.13231939163498083
2000,0,100.0,0.0,0.04278422043048828,0.13181818181818164
2000,0,100.0,0.0,0.0426227705420714,0.13132075471698096
2000,0,100.0,0.0,0.0424625345625899,0.13082706766917276
2000,0,100.0,0.0,0.04230349885261679,0.13033707865168523
2000,0,100.0,0.0,0.04214564997630187,0.12985074626865656
2000,0,100.0,0.0,0.041988974697579666,0.1293680297397768
2000,0,100.0,0.0,0.0418334599764775,0.12888888888888872
2000,0,100.0,0.0,0.04167909296549409,0.12841328413284117
2000,0,100.0,0.0,0.04152586100606225,0.12794117647058806
2000,0,100.0,0.0,0.041373751625088016,0.1274725274725273
2000,0,100.0,0.0,0.04122275253156546,0.12700729927007282
2000,0,100.0,0.0,0.04107285161326874,0.12654545454545438
2000,0,100.0,0.0,0.04092403693351034,0.12608695652173896
2000,0,100.0,0.0,0.04077629672797414,0.12563176895306843
2000,0,100.0,0.0,0.04062961940161479,0.12517985611510776
2000,0,100.0,0.0,0.040483993525623506,0.12473118279569877
2000,0,100.0,0.0,0.040339407834460446,0.12428571428571412
2000,0,100.0,0.0,0.04019585122294989,0.1238434163701066
2000,0,100.0,0.0,0.040053312743435814,0.12340425531914878
2000,0,100.0,0.0,0.039911781602999734,0.12296819787985849
2000,0,100.0,0.0,0.039771247160735615,0.12253521126760547
2000,0,100.0,0.0,0.039631698925083905,0.12210526315789458
2000,0,100.0,0.0,0.039493126551219934,0.12167832167832152
2000,0,100.0,0.0,0.039355519838497985,0.1212543554006967
2000,0,100.0,0.0,0.039218868727947616,0.12083333333333318
2000,0,100.0,0.0,0.0390831632998231,0.12041522491349466
2000,0,100.0,0.0,0.03894839377120315,0.11999999999999984
2000,0,100.0,0.0,0.03881455049363927,0.11958762886597922
2000,0,100.0,0.0,0.038681623950852353,0.11917808219178067
2000,0,100.0,0.0,0.038549604756480935,0.11877133105802032
2000,0,100.0,0.0,0.03841848365186705,0.11836734693877536
2000,0,100.0,0.0,0.03828825150389463,0.1179661016949151
2000,0,100.0,0.0,0.03815889930286796,0.11756756756756741
2000,0,100.0,0.0,0.03803041816043409,0.11717171717171702
2000,0,100.0,0.0,0.03790279930754669,0.11677852348993273
2000,0,100.0,0.0,0.03777603409247135,0.11638795986622058
2000,0,100.0,0.0,0.03765011397882971,0.11599999999999985
2000,0,100.0,0.0,0.03752503054368411,0.11561461794019919
2000,0,100.0,0.0,0.03740077547565867,0.11523178807947004
2000,0,100.0,0.0,0.03727734057309862,0.1148514851485147
2000,0,100.0,0.0,0.03715471774226617,0.11447368421052617
2000,0,100.0,0.0,0.037032898995570294,0.11409836065573756
2000,0,100.0,0.0,0.03691187644983327,0.11372549019607828
2000,0,100.0,0.0,0.036791642324589355,0.1133550488599347
2000,0,100.0,0.0,0.036672188940418564,0.11298701298701284
2000,0,100.0,0.0,0.03655350871731042,0.11262135922330083
2000,0,100.0,0.0,0.036435594173061005,0.11225806451612888
2000,0,100.0,0.0,0.03631843792170066,0.11189710610932461
2000,0,100.0,0.0,0.03620203267195166,0.11153846153846139
2000,0,100.0,0.0,0.03608637122571533,0.11118210862619794
2000,0,100.0,0.0,0.03597144647658884,0.11082802547770686
2000,0,100.0,0.0,0.035857251408409264,0.11047619047619033
2000,0,100.0,0.0,0.03574377909382571,0.11012658227848086
2000,0,100.0,0.0,0.03563102269289874,0.10977917981072541
2000,0,100.0,0.0,0.03551897545172612,0.1094339622641508
2000,0,100.0,0.0,0.03540763070109379,0.10909090909090895
2000,0,100.0,0.0,0.03529698185515282,0.10874999999999986
2000,0,100.0,0.0,0.035187022410121234,0.10841121495327088
2000,0,100.0,0.0,0.035077745943008956,0.10807453416149054
2000,0,100.0,0.0,0.03496914611036813,0.10773993808049522
2000,0,100.0,0.0,0.03486121664706457,0.10740740740740727
2000,0,100.0,0.0,0.03475395136507354,0.10707692307692293
2000,0,100.0,0.0,0.034647344152297296,0.10674846625766857
2000,0,100.0,0.0,0.034541388971403436,0.10642201834862372
2000,0,100.0,0.0,0.0344360798586857,0.10609756097560961
2000,0,100.0,0.0,0.034331410922945046,0.1057750759878418
2000,0,100.0,0.0,0.03422737634439065,0.10545454545454531
2000,0,100.0,0.0,0.034123970373561595,0.10513595166163128
2000,0,100.0,0.0,0.03402118733026778,0.1048192771084336
2000,0,100.0,0.0,0.0339190216025493,0.10450450450450437
2000,0,100.0,0.0,0.03381746764565544,0.10419161676646693
2000,0,100.0,0.0,0.03371651998104151,0.10388059701492523
2000,0,100.0,0.0,0.033616173195383695,0.10357142857142844
2000,0,100.0,0.0,0.03351642193961103,0.10326409495548948
2000,0,100.0,0.0,0.0334172609279554,0.10295857988165667
2000,0,100.0,0.0,0.03331868493701744,0.10265486725663703
2000,0,100.0,0.0,0.033220688804849796,0.10235294117647045
2000,0,100.0,0.0,0.033123267430055496,0.10205278592375354
2000,0,100.0,0.0,0.033026415770903164,0.10175438596491215
2000,0,100.0,0.0,0.032930128844457486,0.10145772594752174
2000,0,100.0,0.0,0.032834401725723515,0.10116279069767428
2000,0,100.0,0.0,0.03273922954680834,0.10086956521739117
2000,0,100.0,0.0,0.03264460749609509,0.10057803468208079
2000,0,100.0,0.0,0.03255053081743202,0.10028818443804022
2000,0,100.0,0.0,0.03245699480933591,0.09999999999999987
2000,0,100.0,0.0,0.032363994824208944,0.09971346704871047
2000,0,100.0,0.0,0.03227152626756831,0.0994285714285713
2000,0,100.0,0.0,0.03217958459729041,0.09914529914529902
2000,0,100.0,0.0,0.03208816532286625,0.09886363636363624
2000,0,100.0,0.0,0.03199726400467115,0.09858356940509902
2000,0,100.0,0.0,0.03190687625324553,0.09830508474576258
2000,0,100.0,0.0,0.03181699772858818,0.09802816901408438
2000,0,100.0,0.0,0.031727624139462604,0.09775280898876391
2000,0,100.0,0.0,0.03163875124271438,0.09747899159663853
2000,0,100.0,0.0,0.03155037484259469,0.0972067039106144
2000,0,100.0,0.0,0.03146249079010838,0.09693593314763219
2000,0,100.0,0.0,0.03137509498235815,0.09666666666666654
2000,0,100.0,0.0,0.03128818336190839,0.09639889196675888
2000,0,100.0,0.0,0.031201751916157257,0.09613259668508274
2000,0,100.0,0.0,0.031115796676718748,0.0958677685950412
2000,0,100.0,0.0,0.03103031371881576,0.09560439560439547
2000,0,100.0,0.0,0.030945299160681936,0.09534246575342453
2000,0,100.0,0.0,0.030860749162975175,0.09508196721311463
2000,0,100.0,0.0,0.030776659928198707,0.09482288828337862
2000,0,100.0,0.0,0.030693027700132925,0.09456521739130422
2000,0,100.0,0.0,0.030609848763276135,0.09430894308943077
2000,0,100.0,0.0,0.030527119442294366,0.09405405405405393
2000,0,100.0,0.0,0.030444836101479505,0.09380053908355783
2000,0,100.0,0.0,0.03036299514421745,0.09354838709677407
2000,0,100.0,0.0,0.03028159301246359,0.09329758713136717
2000,0,100.0,0.0,0.030200626186227007,0.09304812834224586
2000,0,100.0,0.0,0.03012009118306378,0.09279999999999988
2000,0,100.0,0.0,0.030039984557576855,0.09255319148936159
2000,0,100.0,0.0,0.02996030290092537,0.09230769230769219
2000,0,100.0,0.0,0.029881042840341123,0.09206349206349194
2000,0,100.0,0.0,0.02980220103865143,0.09182058047493391
2000,0,100.0,0.0,0.029723774193812943,0.09157894736842093
2000,0,100.0,0.0,0.02964575903844854,0.09133858267716523
2000,0,100.0,0.0,0.02956815233939504,0.09109947643979045
2000,0,100.0,0.0,0.029490950897255612,0.09086161879895549
2000,0,100.0,0.0,0.029414151545960707,0.09062499999999989
2000,0,100.0,0.0,0.02933775115233481,0.09038961038961027
2000,0,100.0,0.0,0.029261746615670735,0.09015544041450765
2000,0,100.0,0.0,0.02918613486730984,0.08992248062015493
2000,0,100.0,0.0,0.02911091287022925,0.08969072164948443
2000,0,100.0,0.0,0.029036077618634762,0.08946015424164512
2000,0,100.0,0.0,0.028961626137561276,0.08923076923076911
2000,0,100.0,0.0,0.028887555482478018,0.08900255754475692
2000,0,100.0,0.0,0.028813862738900277,0.08877551020408152
2000,0,100.0,0.0,0.028740545022007402,0.08854961832061058
2000,0,100.0,0.0,0.028667599476266247,0.08832487309644659
2000,0,100.0,0.0,0.02859502327506056,0.0881012658227847
2000,0,100.0,0.0,0.028522813620325545,0.08787878787878776
2000,0,100.0,0.0,0.028450967742188138,0.08765743073047848
2000,0,100.0,0.0,0.02837948289861537,0.08743718592964812
2000,0,100.0,0.0,0.028308356375059938,0.08721804511278185
2000,0,100.0,0.0,0.02823758548412232,0.08699999999999988
2000,0,100.0,0.0,0.028167167565209195,0.08678304239401485
2000,0,100.0,0.0,0.02809709998420131,0.08656716417910436
2000,0,100.0,0.0,0.028027380133123832,0.08635235732009915
2000,0,100.0,0.0,0.027958005429824066,0.08613861386138602
2000,0,100.0,0.0,0.02788897331765162,0.08592592592592581
2000,0,100.0,0.0,0.027820281265145085,0.0857142857142856
2000,0,100.0,0.0,0.027751926765722093,0.0855036855036854
2000,0,100.0,0.0,0.02768390733737476,0.08529411764705871
2000,0,100.0,0.0,0.02761622052236898,0.08508557457212702
2000,0,100.0,0.0,0.027548863886948483,0.0848780487804877
2000,0,100.0,0.0,0.02748183502104356,0.08467153284671522
2000,0,100.0,0.0,0.027415131537982758,0.08446601941747561
2000,0,100.0,0.0,0.027348751074210434,0.08426150121065365
2000,0,100.0,0.0,0.0272826912890071,0.08405797101449264
2000,0,100.0,0.0,0.027216949864214284,0.08385542168674688
2000,0,100.0,0.0,0.027151524503963746,0.08365384615384605
2000,0,100.0,0.0,0.027086412934409866,0.08345323741007184
2000,0,100.0,0.0,0.02702161290346626,0.0832535885167463
2000,0,100.0,0.0,0.026957122180546328,0.08305489260143187
2000,0,100.0,0.0,0.026892938556306964,0.08285714285714275
2000,0,100.0,0.0,0.02682905984239637,0.08266033254156759
2000,0,100.0,0.0,0.02676548387120585,0.08246445497630321
2000,0,100.0,0.0,0.02670220849562398,0.08226950354609919
2000,0,100.0,0.0,0.026639231588794554,0.0820754716981131
2000,0,100.0,0.0,0.0265765510438798,0.08188235294117636
2000,0,100.0,0.0,0.026514164773823654,0.08169014084507031
2000,0,100.0,0.0,0.02645207071112166,0.08149882903981254
2000,0,100.0,0.0,0.02639026680759089,0.08130841121495316
2000,0,100.0,0.0,0.026328751034146655,0.081118881118881
2000,0,100.0,0.0,0.02626752138057882,0.08093023255813943
2000,0,100.0,0.0,0.026206575855333918,0.08074245939675163
2000,0,100.0,0.0,0.026145912485298402,0.08055555555555545
2000,0,100.0,0.0,0.026085529315586435,0.08036951501154724
2000,0,100.0,0.0,0.02602542440932935,0.08018433179723491
2000,0,100.0,0.0,0.02596559584746876,0.07999999999999989
2000,0,100.0,0.0,0.02590604172855255,0.07981651376146778
2000,0,100.0,0.0,0.025846760168532976,0.07963386727688777
2000,0,100.0,0.0,0.025787749300568322,0.07945205479452044
2000,0,100.0,0.0,0.025729007274826663,0.07927107061503406
